id,name,x,y,z,receptacle,toggleable,openable,pickupable,distance,parentReceptacles
43,Kettle_1,1.03734124,0.9,-2.59614682,False,False,False,True,1.00234771,['CounterTop|+00.69|+00.95|-02.48']
44,Shelf (3),1.80439973,0.5420361,-2.5629,True,False,False,False,1.57832813,
45,Pan_1,0.7211994,0.9,-2.41542959,True,False,False,True,0.7012323,['CounterTop|+00.69|+00.95|-02.48']
46,Plate_1,0.9559944,1.6461308,-2.60619974,True,False,False,True,1.22320485,['Cabinet|+00.72|+02.02|-02.46']
47,Tomato_1,-0.385065854,1.13703358,-0.8120054,False,False,False,True,1.31106353,['CounterTop|-00.08|+01.15|00.00']
48,Glass_Vase_3,2.042472,0.5407073,-2.49500537,False,False,False,True,1.75044644,['Shelf|+01.80|+00.54|-02.56']
49,bin_1,-1.935,0.0,2.029,True,False,False,False,4.584961,
50,Egg_1,-2.004253,0.8275,1.30138755,False,False,False,True,3.94811988,['Fridge|-02.10|+00.00|+01.09']
51,CreditCard_4,-0.4636646,1.0999999,0.8652697,False,False,False,True,2.79425955,['CounterTop|-00.08|+01.15|00.00']
52,Hand_Statue_1,1.955,0.168442056,-2.543,False,False,False,True,1.811771,['Shelf|+01.80|+00.16|-02.56']
53,Bowl_1,0.233064026,1.10190892,-0.616588,True,False,False,True,1.18162692,['CounterTop|-00.08|+01.15|00.00']
54,Chair_4 (1),0.622224569,0.726425052,-0.514152169,False,False,False,False,1.25408721,
55,Wine_Bottle_1,-1.00100935,1.64499974,-2.583835,False,False,False,True,1.87132215,['Cabinet|-00.73|+02.02|-02.46']
56,Mug_1,-1.76081419,0.900009036,-0.620605946,True,False,False,True,2.52721453,['CounterTop|-01.87|+00.95|-01.21']
57,Pot_1,-1.219,0.9,-2.356,True,False,False,True,1.82268977,['CounterTop|-01.87|+00.95|-01.21']
58,Spatula_1,0.381,0.909,-2.333,False,False,False,True,0.5950747,['CounterTop|+00.69|+00.95|-02.48']
59,Paper_Towel_1,-2.06280613,1.011653,-0.814987063,False,False,False,True,2.73028731,['CounterTop|-01.87|+00.95|-01.21']
60,Cup_1,0.371348977,1.6447,-2.57917619,True,False,False,True,1.12123823,['Cabinet|+00.68|+02.02|-02.46']
61,Vase_Flat_2,1.73570693,0.5404984,-2.49001765,False,False,False,True,1.48477566,['Shelf|+01.80|+00.54|-02.56']
62,Shelf (1),1.80460024,0.1616996,-2.5629,True,False,False,False,1.7056824,
63,Fridge_1,-2.097,0.0,1.088,True,False,True,False,3.95100665,
64,coffee_machine_1,-1.997,0.9,-0.169,True,False,False,False,2.95543075,['CounterTop|-01.87|+00.95|-01.21']
65,SinkBasin,-1.9081,0.7592,-1.4888,True,False,False,False,2.42637157,
66,Salt_Shaker_1,0.346776128,0.9,-2.566875,False,False,False,True,0.8311217,['CounterTop|+00.69|+00.95|-02.48']
67,Pepper_Shaker_1,0.300027,0.9,-2.46544218,False,False,False,True,0.742864549,['CounterTop|+00.69|+00.95|-02.48']
68,Lettuce_1,-1.8069762,0.9737617,-0.94299376,False,False,False,True,2.44513655,['CounterTop|-01.87|+00.95|-01.21']
69,ButterKnife_1,-0.41,1.1,-0.462,False,False,False,True,1.58954239,['CounterTop|-00.08|+01.15|00.00']
70,Apple1,-0.465135336,1.1541,0.475644678,False,False,False,True,2.43906546,['CounterTop|-00.08|+01.15|00.00']
71,Dish_Sponge_1,-1.93768656,0.750637352,-1.71058786,False,False,False,True,2.44263744,['Sink|-01.90|+00.97|-01.50|SinkBasin']
72,Spoon_1,0.985,0.7665,-2.2654,False,False,False,True,0.720383346,['Drawer|+00.95|+00.83|-02.20']
73,LightSwitch1,2.33,1.309,-0.16,False,True,False,False,2.458346,
id,name,x,y,z,receptacle,toggleable,openable,pickupable,distance,parentReceptacles
1,GasBurner (1),-0.0361,0.9151,-2.3722,True,False,False,False,0.6234059,
2,Drawer (4),0.95,0.8328,-2.197,True,False,True,False,1.05212176,
3,Drawer (8),-1.561,0.8396,0.2045,True,False,True,False,2.5021112,
4,GasBurner (3),-0.4652,0.9151,-2.372,True,False,False,False,0.7768487,
5,Drawer (7),-1.561,0.8396,-0.1971,True,False,True,False,2.20272326,
6,CounterTop_Physics,-0.079,1.1471,-0.001,True,False,False,False,1.76799536,
7,StoveKnob (1),-0.180900007,0.8814,-2.1876,False,False,False,False,0.47392258,
8,Cabinet,-1.55,0.494999975,-1.96499991,True,False,True,False,1.61665094,
9,CounterTop_Physics (1),0.693,0.9462,-2.484,True,False,False,False,1.0104692,
10,GasBurner,-0.0361,0.9151,-2.5762,True,False,False,False,0.8271085,
11,Drawer (2),0.95,0.394,-2.201,True,False,True,False,1.16745412,
12,Drawer (3),0.95,0.7081,-2.2002,True,False,True,False,1.06882656,
13,StoveKnob (2),-0.326,0.8814,-2.1876,False,False,False,False,0.5460346,
14,Cabinet,-1.55,0.494999975,0.38,True,False,True,False,2.66537714,
15,StoveKnob,-0.0220000148,0.8814,-2.1876,False,False,False,False,0.4385907,
16,Drawer,0.95,0.56,-2.2011,True,False,True,False,1.105564,
17,GasBurner (2),-0.4652,0.9151,-2.576,True,False,False,False,0.9480959,
18,Window,-2.23,1.43,-1.204,False,False,False,False,2.356026,
19,StoveKnob (3),-0.4804,0.8814,-2.1876,False,False,False,False,0.65012455,
20,Sink,-1.9,0.965,-1.5,False,False,False,False,1.91744518,
21,Cabinet (1),-0.7278,2.015,-2.46,True,False,True,False,1.508241,
22,Drawer (5),-1.5604,0.6552,-0.197,True,False,True,False,2.21519184,
23,Cabinet,-1.6853,2.015,-2.4616,True,False,True,False,2.1418705,
24,Cabinet,0.68,0.494999975,-2.2,True,False,True,False,0.910898149,
25,Cabinet,-1.18,0.494999975,-2.2,True,False,True,False,1.32655013,
26,Cabinet,-1.8499999,2.015,0.38,True,False,True,False,3.03321576,
27,Drawer (1),0.95,0.221,-2.201,True,False,True,False,1.25231779,
28,Cabinet,0.719999969,2.015,-2.46,True,False,True,False,1.50449264,
29,Drawer (6),-1.5604,0.331,-0.197,True,False,True,False,2.27410555,
30,Cabinet,0.68,2.015,-2.46,True,False,True,False,1.4857651,
31,CounterTop_Physics (1),-1.868,0.9469,-1.206,True,False,False,False,1.9461416,
32,Chair_4,0.6651435,0.726663351,0.566275358,False,False,False,False,2.416183,
33,Bottle_1,1.573,0.871,-2.553,False,False,False,True,1.76636291,['Shelf|+01.80|+00.87|-02.56']
34,Knife_1,-1.68350029,0.7909155,-0.241200075,False,False,False,True,2.26335335,['Drawer|-01.56|+00.84|-00.20']
35,Microwave_1,-0.237,1.689,-2.5251,True,False,True,False,1.13043988,
36,bread_1,-0.5223836,1.170449,-0.02827997,False,False,False,True,1.81928766,['CounterTop|-00.08|+01.15|00.00']
37,Fork_1,0.949,0.7665,-2.3557,False,False,False,True,1.133827,['Drawer|+00.95|+00.83|-02.20']
38,Shelf (2),1.804,0.8699999,-2.5636,True,False,False,False,1.97922266,
39,Potato_1,-1.6557,0.9245,-2.1506,False,False,False,True,1.70363581,['CounterTop|-01.87|+00.95|-01.21']
40,Houseplant_1,-0.926,0.9,-2.578,False,False,False,False,1.24220014,['CounterTop|-01.87|+00.95|-01.21']
41,toaster_1,-1.844,0.900000453,0.127,False,False,False,False,2.631248,['CounterTop|-01.87|+00.95|-01.21']
42,Soap_Bottle_1,-1.99149311,0.9,-2.03231072,False,False,False,True,2.0114038,['CounterTop|-01.87|+00.95|-01.21']
43,Kettle_1,1.03734124,0.9,-2.59614682,False,False,False,True,1.3386718,['CounterTop|+00.69|+00.95|-02.48']
44,Shelf (3),1.80439973,0.5420361,-2.5629,True,False,False,False,2.01134753,
45,Pan_1,0.7211994,0.9,-2.41542959,True,False,False,True,0.981287956,['CounterTop|+00.69|+00.95|-02.48']
46,Plate_1,0.9559944,1.6461308,-2.60619974,True,False,False,True,1.48398936,['Cabinet|+00.72|+02.02|-02.46']
47,Tomato_1,-0.385065854,1.13703358,-0.8120054,False,False,False,True,1.0410676,['CounterTop|-00.08|+01.15|00.00']
48,Glass_Vase_3,2.042472,0.5407073,-2.49500537,False,False,False,True,2.20375466,['Shelf|+01.80|+00.54|-02.56']
49,bin_1,-1.935,0.0,2.029,True,False,False,False,4.340146,
50,Egg_1,-2.004253,0.8275,1.30138755,False,False,False,True,3.6514926,['Fridge|-02.10|+00.00|+01.09']
51,CreditCard_4,-0.4636646,1.0999999,0.8652697,False,False,False,True,2.663498,['CounterTop|-00.08|+01.15|00.00']
52,Hand_Statue_1,1.955,0.168442056,-2.543,False,False,False,True,2.23327422,['Shelf|+01.80|+00.16|-02.56']
53,Bowl_1,0.233064026,1.10190892,-0.616588,True,False,False,True,1.17443871,['CounterTop|-00.08|+01.15|00.00']
54,Chair_4 (1),0.622224569,0.726425052,-0.514152169,False,False,False,False,1.394618,
55,Wine_Bottle_1,-1.00100935,1.64499974,-2.583835,False,False,False,True,1.500279,['Cabinet|-00.73|+02.02|-02.46']
56,Mug_1,-1.76081419,0.900009036,-0.620605946,True,False,False,True,2.09188867,['CounterTop|-01.87|+00.95|-01.21']
57,Pot_1,-1.219,0.9,-2.356,True,False,False,True,1.36132216,['CounterTop|-01.87|+00.95|-01.21']
58,Spatula_1,0.381,0.909,-2.333,False,False,False,True,0.6965012,['CounterTop|+00.69|+00.95|-02.48']
59,Paper_Towel_1,-2.06280613,1.011653,-0.814987063,False,False,False,True,2.26752353,['CounterTop|-01.87|+00.95|-01.21']
60,Cup_1,0.371348977,1.6447,-2.57917619,True,False,False,True,1.17410564,['Cabinet|+00.68|+02.02|-02.46']
61,Vase_Flat_2,1.73570693,0.5404984,-2.49001765,False,False,False,True,1.92100632,['Shelf|+01.80|+00.54|-02.56']
62,Shelf (1),1.80460024,0.1616996,-2.5629,True,False,False,False,2.1128068,
63,Fridge_1,-2.097,0.0,1.088,True,False,True,False,3.64190221,
64,coffee_machine_1,-1.997,0.9,-0.169,True,False,False,False,2.547071,['CounterTop|-01.87|+00.95|-01.21']
65,SinkBasin,-1.9081,0.7592,-1.4888,True,False,False,False,1.931108,
66,Salt_Shaker_1,0.346776128,0.9,-2.566875,False,False,False,True,0.8874342,['CounterTop|+00.69|+00.95|-02.48']
67,Pepper_Shaker_1,0.300027,0.9,-2.46544218,False,False,False,True,0.775805831,['CounterTop|+00.69|+00.95|-02.48']
68,Lettuce_1,-1.8069762,0.9737617,-0.94299376,False,False,False,True,1.98033237,['CounterTop|-01.87|+00.95|-01.21']
69,ButterKnife_1,-0.41,1.1,-0.462,False,False,False,True,1.3662523,['CounterTop|-00.08|+01.15|00.00']
70,Apple1,-0.465135336,1.1541,0.475644678,False,False,False,True,2.287773,['CounterTop|-00.08|+01.15|00.00']
71,Dish_Sponge_1,-1.93768656,0.750637352,-1.71058786,False,False,False,True,1.94391131,['Sink|-01.90|+00.97|-01.50|SinkBasin']
72,Spoon_1,0.985,0.7665,-2.2654,False,False,False,True,1.11980009,['Drawer|+00.95|+00.83|-02.20']
73,LightSwitch1,2.33,1.309,-0.16,False,True,False,False,2.85016918,
id,name,x,y,z,receptacle,toggleable,openable,pickupable,distance,parentReceptacles
1,Cabinet,-0.4950001,0.475,-1.15,True,False,True,False,3.21854019,
2,Window,-0.011,1.583,-1.82199991,False,False,False,False,4.006361,['CounterTop|+00.00|+00.95|-01.51']
3,Drawer,0.805,0.475000024,-1.16,True,False,True,False,3.66402769,
4,GasBurner (4),1.765,0.9029,0.6015,True,False,False,False,3.098553,
5,Drawer (3),1.5,0.1965,-0.02,True,False,True,False,3.29039812,
6,Drawer (1),1.5,0.63,-0.019,True,False,True,False,3.22487235,
7,Drawer,1.5,0.603,-0.02,True,False,True,False,3.227879,
8,GasBurner (3),1.9753,0.9029,0.3846,True,False,False,False,3.38554716,
9,Cabinet (2),-1.704,2.0226,-1.4537,True,False,True,False,3.69887114,
10,Cabinet,1.78999984,2.02,-0.82,True,False,True,False,4.12173033,
11,Cabinet,0.494999975,0.475,-1.15,True,False,True,False,3.51269126,
12,Cabinet,0.41,0.475000024,0.445,True,False,True,False,2.14186835,
13,Drawer (9),-0.6965,0.475000024,-1.16,True,False,True,False,3.20299649,
14,Drawer (5),1.5,0.1408,0.5999,True,False,True,False,2.964487,
15,Cabinet,1.39,0.475,-1.14999986,True,False,True,False,3.97694278,
16,Drawer (4),1.5,0.306,0.6,True,False,True,False,2.92643547,
17,GasBurner (5),1.9753,0.9029,0.6015,True,False,False,False,3.287585,
18,Drawer (2),1.5,0.4292,-0.02,True,False,True,False,3.2485373,
19,GasBurner,1.765,0.9029,0.8192,True,False,False,False,3.006579,
20,Drawer,1.5,0.52,1.22,True,False,True,False,2.646424,
21,Cabinet,1.7055,2.02,-1.44925,True,False,True,False,4.524292,
22,CounterTop_Physics,0.002,0.947,-1.513,True,False,False,False,3.65339422,
23,Drawer (8),1.5,0.63,0.6051,True,False,True,False,2.87561941,
24,Cabinet (1),-0.6271,2.02,-1.44925,True,False,True,False,3.64534545,
25,GasBurner (2),1.765,0.9029,0.3846,True,False,False,False,3.202303,
26,Drawer,1.5,0.539,0.6,True,False,True,False,2.88808656,
27,Sink,0.0,0.894,-1.435,False,False,False,False,3.57760715,
28,Drawer (6),1.5,0.7826,1.22,True,False,True,False,2.62152982,
29,Window,2.2177,1.5651,-0.385,False,False,False,False,4.05990744,['CounterTop|+00.00|+00.95|-01.51']
30,CounterTop_Physics,-0.015,0.9611,0.506,True,False,False,False,1.79049516,
31,Drawer (7),1.5,0.2,1.22,True,False,True,False,2.71105146,
32,Chair,-0.0600076877,0.522586,1.37301159,False,False,False,False,1.19159412,
33,GasBurner (1),1.9753,0.9029,0.8192,True,False,False,False,3.201047,
34,Window,-3.24,1.616,2.693,False,False,False,False,2.45134139,
35,Cabinet,-1.39,0.475,-1.14999986,True,False,True,False,3.2025106,
36,Soap_Bottle_2,-0.561,0.9,-1.572,False,False,False,True,3.59887576,['CounterTop|+00.00|+00.95|-01.51']
37,Cup_2,0.896840632,1.66817725,-1.60673857,True,False,False,True,4.146701,['Cabinet|+01.71|+02.02|-01.45']
38,LightSwitch2,-0.154,1.291,3.7,False,True,False,False,1.93850887,
39,Pot_2,0.8894786,0.9,-1.41237617,True,False,False,True,3.90056944,['CounterTop|+00.00|+00.95|-01.51']
40,bin_2,-1.796,0.0,1.33,True,False,False,False,1.37634134,
41,StoveKnob2_Range1,1.6025,0.917336,0.5706,False,False,False,False,2.96925187,
42,StoveKnob2_Range1,1.6025,0.917336,0.6255,False,False,False,False,2.94321656,
43,StoveKnob2_Range1,1.6025,0.917336,0.7396,False,False,False,False,2.89169168,
44,StoveKnob2_Range1,1.6025,0.917336,0.681,False,False,False,False,2.9177103,
45,StoveKnob2_Range1,1.6025,0.917336,0.4625,False,False,False,False,3.02277684,
46,StoveKnob2_Range1,1.6025,0.917336,0.5171,False,False,False,False,2.995374,
47,Fork_1,1.69282651,0.901713,1.47382319,False,False,False,True,2.74375248,['CounterTop|+00.00|+00.95|-01.51']
48,Ladle_3,1.79695833,0.926742,1.13450265,False,False,False,True,2.92792177,['CounterTop|+00.00|+00.95|-01.51']
49,Microwave_2,1.933,0.900000036,-0.767,True,False,True,False,4.0322175,
50,Kettle_1,1.681,0.9,0.091,False,False,False,True,3.29120684,['CounterTop|+00.00|+00.95|-01.51']
51,Mug_2,-0.23499985,0.9150144,-0.255999774,True,False,False,True,2.38221669,['CounterTop|-00.02|+00.96|+00.51']
52,Egg_2,0.0620849729,0.970984757,-0.172999978,False,False,False,True,2.41967988,['CounterTop|-00.02|+00.96|+00.51']
53,Bowl_1,0.204005525,0.9168519,1.11400032,True,False,False,True,1.49495018,['CounterTop|-00.02|+00.96|+00.51']
54,Plate_2,1.322952,1.6700635,-1.59543,True,False,False,True,4.34910154,['Cabinet|+01.71|+02.02|-01.45']
55,Pan_2,-1.28641355,0.9,-1.34873831,True,False,False,True,3.3609643,['CounterTop|+00.00|+00.95|-01.51']
56,Lettuce_2,-1.71099377,0.8831288,-0.13700518,False,False,False,True,2.25224829,['Fridge|-01.76|+00.00|+00.01']
57,Spatula_1,1.768,0.91,-0.114,False,False,False,True,3.48294449,['CounterTop|+00.00|+00.95|-01.51']
58,coffee_machine_2,1.3554858,0.9,-1.59609818,True,False,False,False,4.298865,['CounterTop|+00.00|+00.95|-01.51']
59,Fridge_2,-1.764,0.0,0.014,True,False,True,False,2.31077719,
60,Apple2,-1.6506,0.8837,0.0725,False,False,False,True,2.03441286,['Fridge|-01.76|+00.00|+00.01']
61,Knife_2,0.5998874,0.906912565,-1.44395733,False,False,False,True,3.79743552,['CounterTop|+00.00|+00.95|-01.51']
62,SinkBasin,-0.015,0.737,-1.4355,True,False,False,False,3.5776782,
63,Salt_Shaker_1,2.00982618,0.9,0.0287345648,False,False,False,True,3.597908,['CounterTop|+00.00|+00.95|-01.51']
64,Pepper_Shaker_1,1.889,0.9,0.035,False,False,False,True,3.49393,['CounterTop|+00.00|+00.95|-01.51']
65,Cellphone_4,-0.308597445,0.915750742,1.28780937,False,False,False,True,0.992708743,['CounterTop|-00.02|+00.96|+00.51']
66,ButterKnife_1,1.66721344,0.685400844,-0.1130806,False,False,False,True,3.40963626,['Drawer|+01.50|+00.63|-00.02']
67,bread_2,0.256162018,0.987471342,-0.07599796,False,False,False,True,2.428001,['CounterTop|-00.02|+00.96|+00.51']
68,Tomato_2,0.168530211,0.974446535,-0.281406134,False,False,False,True,2.56430721,['CounterTop|-00.02|+00.96|+00.51']
69,Potato_2,0.327438146,0.9447,1.31150889,False,False,False,True,1.49600184,['CounterTop|-00.02|+00.96|+00.51']
70,Dish_Sponge_1,-0.549,0.9268,-1.387,False,False,False,True,3.41699243,['CounterTop|+00.00|+00.95|-01.51']
71,toaster_2,1.978,0.9000002,-0.336,False,False,False,False,3.78488874,['CounterTop|+00.00|+00.95|-01.51']
72,Spoon_1,1.62089872,0.9,1.40285349,False,False,False,True,2.68806529,['CounterTop|+00.00|+00.95|-01.51']
id,name,x,y,z,receptacle,toggleable,openable,pickupable,distance,parentReceptacles
1,Drawer,0.7155,0.5946,1.02309418,True,False,True,False,2.91243434,
2,RangeStyle3_4 (2),-0.2394,1.326,-3.3019,True,False,False,False,1.5831939,
3,Cabinet,-1.46129608,0.775008559,-2.002118,True,False,True,False,1.52340293,
4,RangeStyle3_4 (3),-0.6309,1.326,-3.3019,True,False,False,False,1.68737233,
5,Drawer,0.7164,0.8444,0.6832228,True,False,True,False,2.55185962,
6,Cabinet (1),-1.46129608,0.775008559,0.4701,True,False,True,False,2.68067837,
7,Drawer,0.715,1.0612,0.6832981,True,False,True,False,2.53694916,
8,Drawer,0.7147,1.0613,1.02325487,True,False,True,False,2.86455441,
9,Cabinet (3),0.5781,0.776,-2.0548,True,False,True,False,0.7404176,
10,CounterTop_Physics,-1.809,1.3585,1.182,True,False,False,False,3.45312738,
11,Cabinet (2),-1.46129608,0.775008559,1.311,True,False,True,False,3.409826,
12,Drawer,0.7147,0.8484,1.02325487,True,False,True,False,2.87709975,
13,RangeStyle3_4,-0.749,1.326,-2.973,True,False,False,False,1.44828439,
14,Drawer,-1.61,0.682,-0.430022568,True,False,True,False,2.12833714,
15,Window,-2.56619835,1.79937935,-0.82285,False,False,False,False,2.81088877,
16,Drawer (1),-1.61,0.682,-1.2177,True,False,True,False,1.75237608,
17,TableTop_Physics,1.022,1.2433,0.8711,True,False,False,False,2.81582618,
18,Drawer,0.715,0.5946,0.683137536,True,False,True,False,2.590688,
19,Sink,-1.99055064,1.14358163,-0.9752326,True,False,False,False,2.13610363,
20,RangeStyle3_4 (1),-0.125,1.326,-2.973,True,False,False,False,1.24585366,
21,bread_3,-1.513631,1.38091612,0.6621987,False,False,False,True,2.859332,['CounterTop|-01.81|+01.36|+01.18']
22,Pot_3,-1.5771203,1.31039941,-1.58406281,True,False,False,True,1.59674108,['CounterTop|-01.81|+01.36|+01.18']
23,Knife_3,0.7154971,1.31734478,-2.20287514,False,False,False,True,0.8685665,['CounterTop|-01.81|+01.36|+01.18']
24,Potato_3,-1.6101743,1.3649,-1.240665,False,False,False,True,1.705904,['Sink|-01.99|+01.14|-00.98']
25,Soap_Bottle_3,-1.79433978,1.31039953,-0.10114944,False,False,False,True,2.443993,['CounterTop|-01.81|+01.36|+01.18']
26,StoveKnob2_Range1,-0.1852,1.3388,-2.7417,False,False,False,False,1.03145516,
27,StoveKnob2_Range1,-0.3362,1.3388,-2.7417,False,False,False,False,1.06893933,
28,StoveKnob2_Range1,-0.5699,1.3388,-2.7417,False,False,False,False,1.16378117,
29,StoveKnob2_Range1,-0.7077,1.3388,-2.7417,False,False,False,False,1.23710954,
30,Fork_1,0.6227674,1.31211174,-2.4838984,False,False,False,True,0.980727255,['CounterTop|-01.81|+01.36|+01.18']
31,Fridge_3,1.013,0.227996826,1.917,True,False,True,False,3.90844083,
32,Cup_3,0.681995749,1.31012094,-0.9019968,True,False,False,True,1.10402107,['CounterTop|-01.81|+01.36|+01.18']
33,Kettle_1,-1.69095838,1.31477892,-3.156006,False,False,False,True,2.207393,['CounterTop|-01.81|+01.36|+01.18']
34,Microwave_3,1.162,1.194959,0.853,True,False,True,False,2.85147071,
35,bin_3,-1.634,0.22168085,2.193,True,False,False,False,4.362501,
36,Egg_3,-1.628777,1.3746,-1.0532496,False,False,False,True,1.78918076,['Sink|-01.99|+01.14|-00.98']
37,LightSwitch3,1.386478,1.566,-0.658,False,True,False,False,1.81937742,
38,Pan_3,-1.88114953,0.327762932,-2.03532434,True,False,False,True,2.06255984,['Cabinet|-01.46|+00.78|-02.00']
39,Salt_Shaker_2,0.3279679,1.310399,-2.826016,False,False,False,True,1.14022446,['CounterTop|-01.81|+01.36|+01.18']
40,Bowl_1,-1.84699547,1.312251,0.3290001,True,False,False,True,2.7873044,['CounterTop|-01.81|+01.36|+01.18']
41,Wine_Bottle_1,0.9629597,1.31039953,-1.01422775,False,False,False,True,1.22612834,['CounterTop|-01.81|+01.36|+01.18']
42,Lettuce_3,-1.89209878,1.400385,-1.07344389,False,False,False,True,2.02833581,['Sink|-01.99|+01.14|-00.98']
43,Mug_1,-1.9716413,1.04248416,-0.429789126,True,False,False,True,2.374231,['Sink|-01.99|+01.14|-00.98|SinkBasin']
44,Houseplant_9,-2.028,1.31039953,-0.026,False,False,False,False,2.66827631,['CounterTop|-01.81|+01.36|+01.18']
45,Spatula_1,-1.23305047,1.323,-2.92978883,False,False,False,True,1.71811223,['CounterTop|-01.81|+01.36|+01.18']
46,Paper_Towel_1,-2.04129052,1.422066,-1.90445,False,False,False,True,2.06870866,['CounterTop|-01.81|+01.36|+01.18']
47,Tomato_3,0.9223894,1.95574021,1.60502088,False,False,False,True,3.57753158,['Fridge|+01.01|+00.23|+01.92']
48,SinkBasin,-1.83555067,1.04,-0.542232633,True,False,False,False,2.198865,
49,Plate_3,-1.4670006,1.31149065,0.2440006,True,False,False,True,2.48259449,['CounterTop|-01.81|+01.36|+01.18']
50,Pepper_Shaker_2,0.4666107,1.310399,-3.00261068,False,False,False,True,1.34962869,['CounterTop|-01.81|+01.36|+01.18']
51,toaster_3,-1.8859998,1.31039894,-2.51299977,False,False,False,False,2.043013,['CounterTop|-01.81|+01.36|+01.18']
52,coffee_machine_3,1.13,1.31039941,-1.426,True,False,False,False,1.19021618,['CounterTop|-01.81|+01.36|+01.18']
53,Chair,0.600680947,0.949456453,-1.08743465,False,False,False,False,0.91119796,
54,Dish_Sponge_1,-2.047,1.329,-0.962,False,False,False,True,2.20299125,['Sink|-01.99|+01.14|-00.98']
55,Spoon_1,0.614609361,1.31039917,-2.36036348,False,False,False,True,0.8860173,['CounterTop|-01.81|+01.36|+01.18']
56,Apple3,-1.7486918,1.37319648,-1.159,False,False,False,True,1.86260426,['Sink|-01.99|+01.14|-00.98']
id,name,x,y,z,receptacle,toggleable,openable,pickupable,distance,parentReceptacles
1,GasBurner (1),-3.475,1.0978,0.2271,True,False,False,False,1.80573511,
2,Sink,-1.394,0.983,0.4391,True,False,False,False,1.015637,
3,GasBurner,-3.475,1.0978,0.48,True,False,False,False,1.67548656,
